X;Y;Z;FileName
1578;133;9;reg068
1572;459;9;reg068
1568;1031;10;reg068
1563;1045;10;reg068
1582;337;9;reg068
1584;628;9;reg068
1564;1327;10;reg068
1598;187;8;reg068
1579;1110;10;reg068
1594;422;8;reg068
1603;179;9;reg068
1599;352;9;reg068
1591;1142;10;reg068
1603;967;9;reg068
1588;1015;9;reg068
1634;424;9;reg068
1627;1053;9;reg068
1629;826;7;reg068
1644;792;10;reg068
1624;1131;10;reg068
1670;72;8;reg068
1659;638;8;reg068
1668;361;9;reg068
1661;647;8;reg068
1671;217;9;reg068
1678;205;9;reg068
1681;40;9;reg068
1659;1027;10;reg068
1655;1239;10;reg068
1675;673;9;reg068
1669;771;7;reg068
1680;688;9;reg068
1693;772;9;reg068
1698;386;9;reg068
1695;792;9;reg068
1683;1089;10;reg068
1704;679;9;reg068
1690;1236;9;reg068
1721;82;9;reg068
1704;914;9;reg068
1714;574;9;reg068
1698;1280;10;reg068
1716;1180;10;reg068
1708;1018;9;reg068
1741;168;9;reg068
1723;1229;10;reg068
1726;872;9;reg068
1727;885;9;reg068
1726;938;10;reg068
1746;344;9;reg068
1737;1089;10;reg068
1745;254;9;reg068
1752;93;9;reg068
1721;1218;10;reg068
1746;774;10;reg068
1763;470;9;reg068
1755;823;9;reg068
1766;1004;10;reg068
1800;417;9;reg068
1803;427;9;reg068
1802;1231;10;reg068
1811;1217;10;reg068
1838;928;10;reg068
1842;1192;10;reg068
202;963;6;reg069
213;1031;9;reg069
243;431;6;reg069
239;1037;9;reg069
235;1013;8;reg069
255;985;7;reg069
261;1001;8;reg069
266;871;6;reg069
287;1009;9;reg069
289;995;7;reg069
296;940;6;reg069
307;387;7;reg069
318;261;9;reg069
319;898;6;reg069
332;430;8;reg069
345;348;7;reg069
337;923;7;reg069
331;999;8;reg069
368;993;7;reg069
358;926;8;reg069
395;895;8;reg069
414;1089;8;reg069
418;691;7;reg069
426;693;9;reg069
434;1109;8;reg069
449;960;10;reg069
445;1034;8;reg069
482;366;7;reg069
487;384;9;reg069
472;1262;9;reg069
486;972;7;reg069
488;1002;9;reg069
501;1127;9;reg069
517;307;7;reg069
524;345;10;reg069
527;443;8;reg069
534;596;9;reg069
534;722;7;reg069
538;335;8;reg069
527;979;10;reg069
534;1014;7;reg069
537;769;8;reg069
549;345;7;reg069
555;682;9;reg069
552;1077;7;reg069
564;969;7;reg069
536;1033;9;reg069
566;607;8;reg069
561;897;9;reg069
577;393;7;reg069
586;331;9;reg069
567;628;8;reg069
581;1176;7;reg069
577;1166;7;reg069
590;708;9;reg069
570;1109;10;reg069
613;317;9;reg069
597;993;7;reg069
619;618;7;reg069
614;516;10;reg069
599;1121;10;reg069
643;1115;10;reg069
653;452;9;reg069
651;191;8;reg069
637;901;7;reg069
661;307;8;reg069
649;809;8;reg069
656;1079;7;reg069
670;337;8;reg069
670;411;9;reg069
674;754;7;reg069
678;279;8;reg069
687;360;8;reg069
673;1122;8;reg069
685;517;7;reg069
678;840;9;reg069
681;1062;10;reg069
696;1036;7;reg069
703;766;9;reg069
701;1126;9;reg069
711;1212;8;reg069
714;1103;10;reg069
722;1162;7;reg069
750;715;9;reg069
757;1192;10;reg069
750;1084;10;reg069
776;26;8;reg069
759;1168;7;reg069
777;1089;8;reg069
768;1039;8;reg069
803;21;8;reg069
795;686;9;reg069
790;1115;7;reg069
794;1214;7;reg069
820;1190;10;reg069
845;265;7;reg069
836;1052;9;reg069
884;5;6;reg069
887;918;7;reg069
889;1220;10;reg069
896;1290;10;reg069
881;1298;7;reg069
882;1335;10;reg069
895;1246;10;reg069
900;977;6;reg069
891;1088;6;reg069
937;14;9;reg069
915;1196;7;reg069
893;1262;10;reg069
906;1201;6;reg069
928;747;7;reg069
921;1265;9;reg069
928;1185;7;reg069
949;1015;7;reg069
959;275;8;reg069
954;939;9;reg069
974;194;10;reg069
972;987;8;reg069
987;419;7;reg069
992;305;6;reg069
986;982;8;reg069
978;929;7;reg069
968;910;9;reg069
970;1191;7;reg069
1000;322;9;reg069
989;1099;9;reg069
997;1055;8;reg069
1003;1018;8;reg069
1024;1072;8;reg069
1036;385;9;reg069
1042;412;9;reg069
1047;37;8;reg069
1011;1389;10;reg069
1058;414;7;reg069
1068;43;9;reg069
1063;1373;8;reg069
1076;1016;9;reg069
1078;817;10;reg069
1104;363;10;reg069
1137;1370;9;reg069
1147;773;9;reg069
1156;784;6;reg069
1168;978;9;reg069
1197;164;7;reg069
1202;1014;8;reg069
1420;605;10;reg069
1445;265;6;reg069
1452;617;6;reg069
1466;707;7;reg069
1490;217;9;reg069
1475;683;9;reg069
1497;656;10;reg069
1523;682;8;reg069
1574;676;8;reg069
1557;1381;8;reg069
1581;746;10;reg069
1585;701;10;reg069
1591;691;6;reg069
1593;931;8;reg069
1638;936;9;reg069
1694;955;8;reg069
1710;778;7;reg069
1713;901;6;reg069
1716;839;8;reg069
1729;893;7;reg069
1743;664;8;reg069
1738;861;8;reg069
1744;895;9;reg069
1758;968;7;reg069
1794;735;9;reg069
1793;720;8;reg069
21;1086;9;reg070
185;963;8;reg070
224;1037;7;reg070
286;1224;10;reg070
339;877;8;reg070
343;1431;10;reg070
411;1230;9;reg070
407;1424;9;reg070
449;1232;10;reg070
468;643;9;reg070
490;154;8;reg070
497;598;9;reg070
488;1317;10;reg070
502;1231;9;reg070
531;588;7;reg070
545;153;9;reg070
553;566;10;reg070
552;484;10;reg070
560;758;10;reg070
538;1177;8;reg070
569;1225;8;reg070
595;277;6;reg070
596;554;8;reg070
579;858;9;reg070
577;1270;10;reg070
597;352;8;reg070
599;1264;10;reg070
622;289;6;reg070
615;589;10;reg070
619;656;9;reg070
603;1194;6;reg070
641;126;9;reg070
614;1212;8;reg070
641;501;8;reg070
641;960;7;reg070
626;1212;10;reg070
648;201;7;reg070
651;544;8;reg070
654;330;9;reg070
657;712;6;reg070
654;1265;8;reg070
648;732;8;reg070
657;1078;9;reg070
662;697;8;reg070
680;183;7;reg070
687;485;8;reg070
705;578;7;reg070
720;141;7;reg070
724;130;8;reg070
724;265;7;reg070
722;519;7;reg070
727;121;9;reg070
716;599;6;reg070
717;494;10;reg070
724;1355;8;reg070
774;172;9;reg070
797;178;9;reg070
795;390;6;reg070
806;225;10;reg070
806;458;7;reg070
818;135;7;reg070
840;208;10;reg070
832;743;8;reg070
857;753;7;reg070
829;1280;10;reg070
834;1268;6;reg070
876;77;7;reg070
889;107;7;reg070
897;302;6;reg070
896;1355;8;reg070
922;834;8;reg070
956;135;8;reg070
952;324;10;reg070
956;467;9;reg070
955;596;10;reg070
962;410;7;reg070
960;350;10;reg070
963;910;6;reg070
952;1232;6;reg070
978;161;7;reg070
971;447;10;reg070
987;45;8;reg070
979;646;9;reg070
960;1374;7;reg070
998;471;9;reg070
1023;1073;9;reg070
1035;462;8;reg070
1047;350;10;reg070
1044;581;7;reg070
1026;1107;8;reg070
1040;1083;8;reg070
1063;243;7;reg070
1059;771;6;reg070
1060;464;9;reg070
1070;467;9;reg070
1071;489;7;reg070
1077;279;9;reg070
1095;69;8;reg070
1097;358;9;reg070
1096;489;8;reg070
1105;214;9;reg070
1110;314;7;reg070
1132;231;8;reg070
1119;373;9;reg070
1139;102;6;reg070
1134;476;7;reg070
1143;428;9;reg070
1123;1153;9;reg070
1140;821;9;reg070
1156;87;8;reg070
1153;298;7;reg070
1167;134;9;reg070
1191;280;7;reg070
1208;183;9;reg070
1205;374;8;reg070
1199;1404;10;reg070
1230;430;7;reg070
1227;356;7;reg070
1242;250;9;reg070
1253;274;7;reg070
1252;297;9;reg070
1254;382;9;reg070
1274;1271;8;reg070
1309;371;10;reg070
1301;655;8;reg070
1314;478;6;reg070
1356;587;8;reg070
1372;228;7;reg070
1372;264;10;reg070
1373;662;8;reg070
1385;749;8;reg070
1369;1236;10;reg070
1391;698;9;reg070
1400;511;9;reg070
1413;730;8;reg070
1439;743;8;reg070
1432;755;9;reg070
1442;655;7;reg070
1457;801;9;reg070
1468;776;7;reg070
1479;668;7;reg070
1485;802;7;reg070
1486;1070;9;reg070
1504;361;6;reg070
1499;675;10;reg070
1517;789;10;reg070
1518;704;8;reg070
1520;1004;7;reg070
1536;887;6;reg070
1535;739;10;reg070
1535;798;9;reg070
1538;723;10;reg070
1547;769;7;reg070
1543;1215;10;reg070
1571;695;10;reg070
1579;746;9;reg070
1585;701;7;reg070
1594;772;8;reg070
1591;811;9;reg070
1618;744;9;reg070
1628;558;9;reg070
1606;1358;7;reg070
1764;910;8;reg070
1750;1260;7;reg070
0;443;7;reg011
12;595;7;reg011
38;992;6;reg011
62;1072;6;reg011
67;706;9;reg011
69;881;7;reg011
78;1024;7;reg011
85;1172;8;reg011
102;886;8;reg011
97;959;5;reg011
94;1158;8;reg011
167;130;7;reg011
160;1279;8;reg011
151;1256;8;reg011
164;1221;8;reg011
187;17;7;reg011
181;478;7;reg011
168;1182;8;reg011
178;1050;8;reg011
186;1058;8;reg011
182;919;8;reg011
182;1182;8;reg011
189;886;9;reg011
211;385;8;reg011
210;465;7;reg011
222;825;6;reg011
224;1226;8;reg011
227;1107;7;reg011
228;1311;8;reg011
236;1318;8;reg011
249;1114;8;reg011
277;56;6;reg011
270;1136;7;reg011
268;991;7;reg011
289;925;8;reg011
267;1303;7;reg011
324;614;8;reg011
327;892;7;reg011
329;1327;7;reg011
334;1021;8;reg011
395;879;8;reg011
417;807;6;reg011
420;1063;7;reg011
418;992;6;reg011
432;812;8;reg011
444;1077;5;reg011
494;940;8;reg011
537;943;8;reg011
535;1133;8;reg011
584;705;7;reg011
570;1029;5;reg011
586;1120;7;reg011
576;1091;7;reg011
590;1198;7;reg011
604;1150;7;reg011
638;869;6;reg011
677;1226;7;reg011
737;940;5;reg011
725;1398;6;reg011
754;947;8;reg011
773;867;7;reg011
789;838;6;reg011
788;1124;9;reg011
804;456;7;reg011
797;1115;6;reg011
827;457;6;reg011
820;1377;6;reg011
835;1189;6;reg011
847;1100;8;reg011
854;1234;8;reg011
879;986;7;reg011
890;1209;9;reg011
895;1048;7;reg011
883;1412;9;reg011
912;1345;7;reg011
939;822;7;reg011
932;1047;6;reg011
946;1159;6;reg011
980;769;9;reg011
969;1403;9;reg011
985;901;7;reg011
983;976;9;reg011
961;1418;6;reg011
1020;112;8;reg011
1078;726;7;reg011
1074;1353;7;reg011
1098;860;5;reg011
1094;1389;9;reg011
1145;1369;7;reg011
1178;217;8;reg011
1172;350;6;reg011
1199;458;7;reg011
1309;205;7;reg011
1404;65;8;reg011
1465;1293;6;reg011
1554;6;7;reg011
1584;755;6;reg011
1631;820;9;reg011
1678;1178;7;reg011
1844;454;7;reg011
0;265;7;reg012
0;399;5;reg012
10;256;7;reg012
0;615;6;reg012
26;883;7;reg012
51;62;6;reg012
100;197;6;reg012
98;512;8;reg012
127;668;7;reg012
158;685;8;reg012
160;171;6;reg012
188;8;6;reg012
189;141;7;reg012
197;424;6;reg012
197;595;6;reg012
200;640;6;reg012
212;112;7;reg012
198;785;7;reg012
202;485;5;reg012
222;132;7;reg012
207;708;5;reg012
218;966;7;reg012
223;738;7;reg012
239;35;6;reg012
213;935;5;reg012
243;176;7;reg012
230;886;7;reg012
235;654;5;reg012
236;338;7;reg012
253;146;6;reg012
269;660;6;reg012
291;111;8;reg012
291;447;7;reg012
309;578;6;reg012
328;419;7;reg012
335;516;5;reg012
349;159;6;reg012
356;207;6;reg012
352;733;6;reg012
389;3;6;reg012
363;767;8;reg012
382;158;6;reg012
381;726;5;reg012
386;749;8;reg012
392;505;6;reg012
401;506;6;reg012
398;675;6;reg012
398;1065;7;reg012
407;582;5;reg012
416;612;7;reg012
426;399;6;reg012
451;347;7;reg012
464;160;7;reg012
483;129;6;reg012
471;685;7;reg012
478;592;7;reg012
501;135;6;reg012
493;630;6;reg012
498;367;8;reg012
484;715;7;reg012
503;676;6;reg012
524;2;7;reg012
532;350;7;reg012
545;49;6;reg012
539;496;6;reg012
578;390;7;reg012
596;469;6;reg012
610;364;7;reg012
584;850;5;reg012
613;489;6;reg012
646;542;7;reg012
660;441;8;reg012
668;263;7;reg012
669;566;5;reg012
687;103;6;reg012
684;342;6;reg012
692;785;8;reg012
709;521;6;reg012
728;560;8;reg012
756;56;7;reg012
768;492;7;reg012
765;451;6;reg012
778;26;6;reg012
788;338;7;reg012
784;566;7;reg012
803;171;5;reg012
790;975;8;reg012
807;640;7;reg012
820;541;5;reg012
833;500;7;reg012
863;326;7;reg012
853;508;6;reg012
868;506;6;reg012
892;592;6;reg012
904;154;7;reg012
905;448;6;reg012
961;67;5;reg012
962;106;6;reg012
973;102;6;reg012
997;594;6;reg012
1004;552;5;reg012
1033;112;7;reg012
1021;495;5;reg012
1033;481;7;reg012
1063;531;6;reg012
1084;121;7;reg012
1062;1338;7;reg012
1090;101;5;reg012
1098;280;5;reg012
1104;58;7;reg012
1097;459;7;reg012
1138;456;7;reg012
1145;649;7;reg012
1156;99;6;reg012
1150;604;6;reg012
1166;1058;5;reg012
1173;500;6;reg012
1172;619;6;reg012
1199;380;5;reg012
1197;684;7;reg012
1189;502;7;reg012
1195;621;7;reg012
1242;464;8;reg012
1254;846;7;reg012
1275;646;6;reg012
1267;1176;7;reg012
1278;946;6;reg012
1273;1118;6;reg012
1276;1154;8;reg012
1291;1134;7;reg012
1300;1183;7;reg012
1341;437;7;reg012
1357;5;6;reg012
1334;1099;8;reg012
1334;1179;6;reg012
1345;1117;6;reg012
1373;5;8;reg012
1342;826;6;reg012
1355;956;6;reg012
1373;436;6;reg012
1366;1011;8;reg012
1381;517;7;reg012
1416;8;5;reg012
1429;1256;6;reg012
1454;21;6;reg012
1455;398;7;reg012
1453;553;7;reg012
1448;715;5;reg012
1467;32;7;reg012
1464;195;5;reg012
1471;159;6;reg012
1473;800;7;reg012
1476;193;5;reg012
1476;547;7;reg012
1522;121;7;reg012
1509;508;7;reg012
1518;466;7;reg012
1561;25;5;reg012
1574;498;7;reg012
1595;18;6;reg012
1590;530;7;reg012
1611;15;6;reg012
1623;165;6;reg012
1610;447;7;reg012
1633;23;6;reg012
1647;19;6;reg012
1639;447;7;reg012
1635;604;6;reg012
1642;401;6;reg012
1662;213;7;reg012
1664;598;6;reg012
1651;703;7;reg012
1690;516;6;reg012
1714;2;7;reg012
1748;401;6;reg012
1759;339;7;reg012
1827;720;6;reg012
1837;441;7;reg012
60;928;7;reg015
173;946;6;reg015
247;810;8;reg015
294;737;7;reg015
316;312;7;reg015
315;869;8;reg015
290;1432;6;reg015
339;311;6;reg015
352;302;8;reg015
370;334;8;reg015
375;661;8;reg015
358;885;8;reg015
367;810;7;reg015
361;1327;8;reg015
375;1433;8;reg015
412;852;8;reg015
431;379;6;reg015
407;1372;7;reg015
449;951;7;reg015
472;530;7;reg015
472;819;8;reg015
471;1256;8;reg015
474;783;7;reg015
482;439;7;reg015
482;463;7;reg015
506;541;7;reg015
516;526;7;reg015
499;1014;8;reg015
521;947;7;reg015
537;1053;7;reg015
536;1214;8;reg015
557;982;7;reg015
566;1272;7;reg015
561;1383;7;reg015
595;816;7;reg015
600;492;8;reg015
605;610;6;reg015
608;413;7;reg015
619;273;7;reg015
622;491;7;reg015
604;1409;7;reg015
611;1013;7;reg015
602;1217;6;reg015
609;1439;7;reg015
631;1279;7;reg015
627;1333;7;reg015
641;1227;8;reg015
657;355;7;reg015
653;391;8;reg015
650;1257;8;reg015
672;1061;7;reg015
670;1180;7;reg015
690;204;7;reg015
687;318;8;reg015
658;1363;7;reg015
688;478;7;reg015
671;1272;7;reg015
690;939;7;reg015
678;1300;7;reg015
715;357;7;reg015
720;232;7;reg015
720;320;7;reg015
726;475;6;reg015
721;407;8;reg015
735;185;6;reg015
719;1123;7;reg015
721;593;8;reg015
746;227;7;reg015
746;461;7;reg015
744;375;7;reg015
761;308;7;reg015
738;1215;5;reg015
759;447;8;reg015
772;355;7;reg015
773;164;6;reg015
760;1180;7;reg015
774;538;7;reg015
779;320;7;reg015
795;424;7;reg015
801;372;6;reg015
782;1227;6;reg015
805;578;7;reg015
807;259;7;reg015
803;315;7;reg015
798;608;8;reg015
810;1283;7;reg015
834;176;7;reg015
826;423;5;reg015
818;1065;8;reg015
826;1009;7;reg015
846;218;7;reg015
851;192;6;reg015
853;649;7;reg015
856;273;6;reg015
866;458;8;reg015
854;801;7;reg015
854;879;7;reg015
864;712;7;reg015
870;797;8;reg015
873;764;8;reg015
873;946;7;reg015
871;978;7;reg015
873;1234;8;reg015
867;1396;8;reg015
889;612;7;reg015
884;672;7;reg015
887;793;8;reg015
887;981;8;reg015
899;530;8;reg015
877;1203;8;reg015
880;634;8;reg015
880;962;7;reg015
880;1128;8;reg015
891;1179;8;reg015
886;1212;8;reg015
892;868;7;reg015
914;481;7;reg015
888;1025;7;reg015
891;1439;7;reg015
913;597;8;reg015
922;556;6;reg015
927;201;7;reg015
903;1214;8;reg015
913;952;7;reg015
912;735;7;reg015
924;223;6;reg015
920;843;8;reg015
921;1008;6;reg015
936;337;6;reg015
917;694;8;reg015
944;416;7;reg015
938;733;7;reg015
948;251;7;reg015
943;147;7;reg015
945;675;8;reg015
944;744;7;reg015
941;647;7;reg015
937;535;7;reg015
939;470;8;reg015
947;463;7;reg015
937;1178;7;reg015
959;312;7;reg015
953;1251;7;reg015
926;1263;6;reg015
952;1022;5;reg015
961;596;7;reg015
968;546;7;reg015
966;755;7;reg015
964;699;7;reg015
985;355;7;reg015
954;1231;7;reg015
991;267;7;reg015
976;1119;7;reg015
986;517;7;reg015
986;664;7;reg015
1009;209;7;reg015
983;737;7;reg015
1003;404;7;reg015
1008;229;7;reg015
985;1394;7;reg015
1003;657;8;reg015
1000;1025;7;reg015
989;1253;7;reg015
1012;335;7;reg015
1014;729;7;reg015
1011;741;7;reg015
1022;502;7;reg015
1037;146;7;reg015
1026;618;8;reg015
1023;1115;8;reg015
1030;1026;7;reg015
1033;584;6;reg015
1025;1337;8;reg015
1056;74;6;reg015
1052;364;8;reg015
1030;1215;5;reg015
1033;833;7;reg015
1059;260;7;reg015
1051;1008;7;reg015
1026;1357;7;reg015
1049;1191;7;reg015
1066;546;7;reg015
1045;1135;8;reg015
1076;594;7;reg015
1063;1052;6;reg015
1084;331;8;reg015
1092;213;7;reg015
1086;186;8;reg015
1080;277;7;reg015
1080;419;6;reg015
1089;480;7;reg015
1070;1082;7;reg015
1072;1288;7;reg015
1077;1095;7;reg015
1083;1195;8;reg015
1084;1061;7;reg015
1102;519;7;reg015
1118;363;7;reg015
1114;660;6;reg015
1103;683;7;reg015
1114;998;5;reg015
1130;41;7;reg015
1108;1410;5;reg015
1131;176;7;reg015
1126;322;6;reg015
1117;789;7;reg015
1113;1331;8;reg015
1123;1197;7;reg015
1138;1120;7;reg015
1151;276;8;reg015
1129;1408;8;reg015
1153;458;8;reg015
1151;533;7;reg015
1157;497;5;reg015
1174;350;8;reg015
1172;1202;7;reg015
1151;1354;7;reg015
1189;599;6;reg015
1203;518;5;reg015
1185;1172;7;reg015
1197;1104;7;reg015
1197;1179;8;reg015
1222;579;6;reg015
1226;563;6;reg015
1238;482;7;reg015
1219;1070;8;reg015
1249;36;7;reg015
1216;1229;8;reg015
1241;626;7;reg015
1251;307;7;reg015
1229;1251;7;reg015
1255;268;8;reg015
1266;158;7;reg015
1239;961;6;reg015
1263;605;7;reg015
1270;186;7;reg015
1271;205;6;reg015
1258;1352;7;reg015
1255;1365;6;reg015
1274;440;6;reg015
1261;749;5;reg015
1281;178;7;reg015
1274;570;7;reg015
1282;634;5;reg015
1279;861;5;reg015
1273;884;7;reg015
1271;1015;7;reg015
1265;1283;7;reg015
1271;1046;7;reg015
1284;1197;5;reg015
1310;244;5;reg015
1304;455;7;reg015
1296;988;6;reg015
1315;269;6;reg015
1321;138;7;reg015
1310;627;5;reg015
1316;531;6;reg015
1324;421;7;reg015
1332;77;7;reg015
1337;263;6;reg015
1335;130;6;reg015
1335;314;7;reg015
1342;86;7;reg015
1344;331;8;reg015
1344;627;7;reg015
1348;751;7;reg015
1347;507;7;reg015
1340;1366;6;reg015
1372;280;5;reg015
1378;430;7;reg015
1388;252;7;reg015
1381;1266;5;reg015
1397;596;5;reg015
1374;1436;6;reg015
1416;458;7;reg015
1414;541;5;reg015
1428;419;7;reg015
1429;370;7;reg015
1464;357;7;reg015
1465;302;7;reg015
1469;610;6;reg015
1486;418;7;reg015
1465;1331;7;reg015
1476;476;7;reg015
1500;438;6;reg015
1473;1312;7;reg015
1501;748;5;reg015
1513;323;8;reg015
1512;296;7;reg015
1526;442;7;reg015
1525;283;8;reg015
1534;320;7;reg015
1544;170;7;reg015
1515;1116;7;reg015
1550;188;7;reg015
1542;374;7;reg015
1553;294;7;reg015
1566;201;7;reg015
1564;407;6;reg015
1580;327;6;reg015
1574;539;8;reg015
1592;405;6;reg015
1587;1209;5;reg015
1600;357;7;reg015
1625;611;7;reg015
1598;1057;7;reg015
1642;576;7;reg015
1634;962;6;reg015
1650;965;6;reg015
1651;889;6;reg015
1668;872;7;reg015
1668;949;8;reg015
1679;433;7;reg015
1669;916;7;reg015
1669;931;6;reg015
1688;1021;6;reg015
1697;475;8;reg015
1680;1055;7;reg015
1703;357;5;reg015
1704;940;5;reg015
1704;976;6;reg015
1729;344;5;reg015
1733;939;7;reg015
1730;923;7;reg015
1732;1035;6;reg015
1745;443;8;reg015
1749;1023;6;reg015
1751;971;7;reg015
1761;381;5;reg015
1776;475;7;reg015
1782;943;6;reg015
1799;352;8;reg015
1823;803;6;reg015
1823;942;5;reg015
1823;963;8;reg015
1837;756;5;reg015
1839;1007;7;reg015
20;748;7;reg016
121;65;7;reg016
130;33;7;reg016
123;936;8;reg016
150;8;7;reg016
132;895;7;reg016
142;791;6;reg016
162;139;6;reg016
148;920;8;reg016
171;1011;8;reg016
177;536;6;reg016
213;330;7;reg016
231;784;5;reg016
253;1046;8;reg016
275;100;7;reg016
291;204;5;reg016
297;172;6;reg016
289;1059;7;reg016
359;113;7;reg016
347;1071;7;reg016
347;1098;5;reg016
391;197;5;reg016
390;1011;7;reg016
396;963;7;reg016
447;35;7;reg016
432;1123;7;reg016
447;493;7;reg016
450;647;7;reg016
465;26;7;reg016
484;108;7;reg016
492;24;5;reg016
509;1099;7;reg016
516;1062;6;reg016
517;1013;5;reg016
549;278;7;reg016
549;967;7;reg016
539;1118;5;reg016
560;1262;5;reg016
569;1055;6;reg016
576;1203;6;reg016
585;300;7;reg016
566;1105;6;reg016
599;117;6;reg016
605;107;6;reg016
607;49;6;reg016
586;1048;6;reg016
585;931;7;reg016
586;1267;7;reg016
598;1086;7;reg016
624;1047;7;reg016
632;354;5;reg016
640;184;7;reg016
653;65;7;reg016
648;354;6;reg016
652;306;7;reg016
663;140;7;reg016
625;980;6;reg016
680;111;6;reg016
666;855;6;reg016
672;381;7;reg016
692;251;6;reg016
659;1372;7;reg016
716;112;7;reg016
725;310;6;reg016
715;391;5;reg016
720;1215;6;reg016
736;600;6;reg016
755;764;5;reg016
762;141;7;reg016
751;1038;7;reg016
772;204;6;reg016
737;1270;7;reg016
771;365;7;reg016
780;120;7;reg016
778;555;7;reg016
793;285;6;reg016
791;372;6;reg016
798;677;6;reg016
793;1264;7;reg016
808;1266;7;reg016
806;996;5;reg016
807;1234;7;reg016
799;851;6;reg016
803;1329;5;reg016
813;664;6;reg016
817;448;6;reg016
824;47;6;reg016
824;342;7;reg016
815;1078;5;reg016
815;1089;5;reg016
813;1439;7;reg016
866;102;7;reg016
871;279;7;reg016
858;1284;7;reg016
860;1391;8;reg016
849;1352;7;reg016
879;403;6;reg016
868;1299;7;reg016
895;369;7;reg016
872;1385;7;reg016
881;1115;6;reg016
892;1420;8;reg016
881;1207;6;reg016
880;1295;7;reg016
886;1271;8;reg016
893;1348;7;reg016
904;750;5;reg016
922;617;6;reg016
922;995;7;reg016
932;504;5;reg016
916;1217;7;reg016
943;5;7;reg016
940;201;7;reg016
928;1218;7;reg016
910;1333;7;reg016
938;424;7;reg016
924;1013;8;reg016
949;488;5;reg016
932;1353;8;reg016
943;572;5;reg016
933;1307;7;reg016
942;922;6;reg016
960;12;7;reg016
953;695;6;reg016
948;946;5;reg016
939;828;6;reg016
956;544;6;reg016
964;145;7;reg016
973;560;7;reg016
977;127;7;reg016
975;606;7;reg016
969;931;7;reg016
990;298;5;reg016
975;1389;7;reg016
982;850;6;reg016
982;881;5;reg016
986;1019;7;reg016
972;738;7;reg016
977;1261;7;reg016
983;1057;7;reg016
978;1129;7;reg016
989;626;7;reg016
1012;529;7;reg016
1012;568;6;reg016
1010;748;8;reg016
1001;1204;7;reg016
1013;951;6;reg016
1012;1232;7;reg016
1001;1378;7;reg016
1023;492;5;reg016
1022;416;7;reg016
1007;1049;7;reg016
1030;422;7;reg016
1002;1251;7;reg016
1021;668;6;reg016
1030;503;6;reg016
1033;475;7;reg016
1018;1155;7;reg016
1011;1306;8;reg016
1033;1035;7;reg016
1040;688;7;reg016
1017;1156;7;reg016
1048;474;7;reg016
1046;746;8;reg016
1034;990;8;reg016
1048;707;7;reg016
1037;1245;7;reg016
1042;1229;7;reg016
1068;77;7;reg016
1052;950;6;reg016
1069;137;7;reg016
1064;485;7;reg016
1058;806;8;reg016
1060;964;7;reg016
1072;761;5;reg016
1061;1367;7;reg016
1077;928;8;reg016
1086;1401;7;reg016
1082;1184;7;reg016
1095;680;7;reg016
1115;235;7;reg016
1121;226;7;reg016
1105;1003;7;reg016
1102;436;7;reg016
1094;843;7;reg016
1091;898;7;reg016
1117;447;7;reg016
1106;832;7;reg016
1106;957;8;reg016
1118;532;6;reg016
1111;928;7;reg016
1127;413;5;reg016
1138;27;7;reg016
1109;1265;7;reg016
1136;612;7;reg016
1151;10;5;reg016
1148;19;6;reg016
1135;1177;7;reg016
1138;989;7;reg016
1150;338;7;reg016
1144;669;6;reg016
1147;1320;8;reg016
1157;649;7;reg016
1143;1330;8;reg016
1156;1026;7;reg016
1173;191;7;reg016
1152;1206;7;reg016
1148;1262;6;reg016
1181;252;7;reg016
1179;993;7;reg016
1180;1086;8;reg016
1180;1112;6;reg016
1196;321;5;reg016
1203;108;6;reg016
1187;572;7;reg016
1185;733;7;reg016
1185;833;7;reg016
1209;142;7;reg016
1191;1182;8;reg016
1193;940;7;reg016
1217;745;7;reg016
1219;1148;7;reg016
1201;1232;7;reg016
1225;476;7;reg016
1242;319;8;reg016
1231;616;7;reg016
1235;920;7;reg016
1249;373;7;reg016
1248;647;7;reg016
1248;790;8;reg016
1254;288;7;reg016
1262;509;7;reg016
1244;1304;8;reg016
1234;1370;7;reg016
1280;40;7;reg016
1281;222;7;reg016
1271;567;7;reg016
1264;1096;7;reg016
1266;952;7;reg016
1275;882;7;reg016
1275;1073;7;reg016
1295;422;7;reg016
1307;190;7;reg016
1291;1098;7;reg016
1310;319;7;reg016
1304;508;7;reg016
1300;1212;7;reg016
1321;195;7;reg016
1325;392;7;reg016
1325;470;7;reg016
1328;546;7;reg016
1320;800;7;reg016
1331;534;7;reg016
1313;1014;7;reg016
1345;180;7;reg016
1368;13;7;reg016
1358;368;7;reg016
1351;1011;8;reg016
1353;960;7;reg016
1356;1080;7;reg016
1378;114;7;reg016
1379;279;7;reg016
1390;93;7;reg016
1387;629;7;reg016
1389;527;7;reg016
1380;224;7;reg016
1381;460;7;reg016
1388;740;7;reg016
1381;757;7;reg016
1401;199;7;reg016
1377;1272;7;reg016
1413;106;7;reg016
1407;340;7;reg016
1380;1386;7;reg016
1404;808;7;reg016
1404;1390;8;reg016
1414;852;7;reg016
1426;586;7;reg016
1418;490;7;reg016
1408;1101;7;reg016
1406;1256;7;reg016
1425;1124;7;reg016
1443;204;7;reg016
1444;614;7;reg016
1421;1166;7;reg016
1452;590;7;reg016
1469;395;7;reg016
