barcodes,xcoord,ycoord
RGBGGROBOBORRG,1935.1,5861.1
RRGROBGOGORGGB,3912.1,1207.1
GRGRGGOBOBBOBB,3800.8,1744.6
RRGGBGGROOGGBO,4867.7,4443.5
RGORBBBBGOBOBO,3458.4,3322.3
ORROGRBRBRORRG,1857.1,1677.7
OBGROOGGGOBROO,4289.8,2203.4
BGGRGRBBORGGOR,1150.7,3950.5
OOOOBBROGBOBBB,3671,3511.4
BBGGGBRROORGRG,4456.2,2509.8
OOBROBRBRBGGGG,3013.8,2684.4
BGBRGBGOOOBOGG,3432.6,4373.4
ROOGRBGOBGBBOB,1656.5,2172.3
BOBOOGBORBBOBR,2692.3,5353.5
RBOBRRGGOGOBOR,5003.3,1755.2
BOOBORRGOOBBOB,3804.9,1398.1
OBRBGOBGBBOGBB,5240.8,3732
RGRGOOOBOBBGBG,1225,4321
OBRBBBBGROGOGG,4066.7,3541.2
BBBOORBBORRBBR,1181.4,1863.2
BBOOGBGBROOBBO,2690.4,4846.4
BBBOROGOORBORG,4779,2593
OBGBOGOBRBRBBO,3479.3,1463
RRBGRGGGOBGBOG,2434.7,2620.5
GORBBGRBBORRBB,4240.3,5353.4
BGOBBGBOORBOBB,1134.2,1898.2
BOOBORRORGOBBB,5600.4,2881.2
BBGRBBGGOGOOGB,5441.2,2391.5
GRGGOGGRBRBGGO,1217.1,1074.7
OOOOGRRGBGOBOG,3354.5,3145
BOOOOOBGROOBBB,3994.5,942.4
GOBBOGGOROBORG,2379,4138.5
GOROOOBRRRORRG,1013.1,3047.1
ORBGGRBGBROGGB,2173.9,3922.5
BGRRGBRROBBRRB,2327.2,612.6
BRRGGBOGROOBGR,3212.8,5268.6
GBGGBGGOGBOROG,1166.8,2766.8
OROONBOOORBOGB,2852.1,1372.5
OOBRNOOGBRBGOO,2151.4,1812.2
OGGOBBBROGGOOB,3411.6,834.12
OBGOROOOORGOGR,4852,3243.3
OBORRGOBGGBOGO,1980.8,3233.1
BRROGRRBBOBGGB,4256.4,4068.7
ROBBBBRBGOORRR,4612.6,1964.7
RBGRORBRRORORO,5066.9,4387.5
GORGOGGOGRROBO,3431.9,1169.1
RBBGBBRROBGBRR,4213.1,2694.7
ROBBRRBOORGRBR,2676.3,2358.2
BGOGBRRBOOBRRB,4419.2,5330.2
BGOGGOOGRRRRBR,3406.6,2734.4
RGBGORBRBBBOGO,1221.4,2199.6
RGGGNGGGRBGORG,4427.7,1092.7
RGGOOBROGOBRRR,4410.9,1991.6
OOGOGBRGROBBOR,1551.8,1022.8
GBRRGGBGRRGGOG,5245.1,1804.3
GOORRRBORRGROO,3302.6,2050.1
OBGOOOBOGROBOG,1189.5,3583.4
OOGRRBGGGGBRRO,1527,4545.3
GGGRORBBOBOGGG,4423.9,1226.2
GORGRRBGBGBRGB,1235.5,2284.3
OBBOBOOOBBORRR,1904.9,1995.5
GRBGOGOGBBOBRG,5183.6,3142.4
RBOGGGBGGRBORG,4325.8,5211.7
GOOGBGBGRBBGGR,4134,2809.5
GOOBBBORROGORG,1777.2,3346.7
BOOBBBRBBGGBBO,2896.6,1390.8
BOOOBRORBOGBRB,3915.5,3864.9
BRGBBRRGBBOOOR,3975.4,1165
OOGORGOBRORRGG,1055.9,2396.1
RRGOGGRBORRGOO,5488.3,2696.7
GBBRBBOBRBRRBO,5524.9,3866.6
GRGNOBBOOOBBOG,3560.8,3183.9
GRGBGGGOGOOGRG,4014.1,3163
GGBNGRRBGBRGBB,4443.5,4881.6
GGRONGGOOBGROO,3693.6,1687.2
OBOOBBBBRRROOB,3122,2831
BGRGBRBOGRBBOR,589.23,2657.5
GOBGRRGORRBOBG,1241.4,2133.2
BBRGRBRBRBBOGR,2778.7,1340.1
GOGRGBBOGORGGR,3543,4078.9
BBOBGOBGORROGG,1893.1,1848.7
BROGOGRBRGOOOG,3734.2,1220.7
OOROGBOGROGOGR,4442.9,5178.7
GBORRRGOGBRBBO,719.74,2526.4
BROGORGRRORRRG,3720.4,4336.7
GOOROOBBOBGRBO,4714.8,2928.1
GRRBRRRBBOBOGB,5020.3,3072.6
BGRBOBGRORBRRR,3287.9,764.1
RBGRBBGOOROGGO,3067.3,1507.2
GGROOGOGBBROGO,3453.7,1088.2
GGROGRBBGOBGBG,2806.7,2521.3
BRGOGGROOOOBRO,3387.4,4709.9
BRGRROBORRRROB,2606.6,2305.3
RBBRNBBOROGBOB,2779.7,2886.4
OBRORBGBRGBRRB,3204,3387.8
RBRORORGRORBOB,2953,1539.7
OROGOBBOOOROGG,1321.7,4645.1
OBBOGGGROBRORR,4133.1,2513.8
OBGBGRBROBBGRO,3295.1,1112.4
RBOGGGGBORBGBO,2359.7,2419.3
OOOBRBRBORGGGG,3300.1,5050.8
ORROOBBRRROOGG,5650.6,3401.3
BGRRORBRBGRRRG,2049.8,2972.5
RRBRBOORBBBOOR,5451.1,3388.4
GROBRROOGOBRGO,3405.4,1682.2
ORGRGGRROBOOBB,3187.8,2295.6
BORGBOOBGOOOGG,3477.3,4967.7
GRGORRBOOGOGBB,973.37,2698.8
GBOORROORBRRGR,3874.4,3311.5
RGGOROGGGOOBGO,2122.9,4130.1
RGGBRBOOOOOGBO,4011.6,2886.9
BOBRGBOGGOORGG,4424.7,2888.3
OROBGRORRRORRO,5591,3339.7
GBOORGGGOGBOGB,3021.6,1125.6
ORGROGOBBOBOGR,1876.6,4817.2
RRBRBOGGBGRRRR,4921.5,2651
GGORRRBRRBGORB,2634.1,2884.8
GRGBGRROBBBBBB,1013.1,4000.2
RRGOOGBBOBBRBR,3818.8,1789.4
RORBOGRROGBGOB,1168.4,4249.4
GGGBBBBOBBGOBB,2647.5,700.61
OBGROGOGBOROGO,2793.9,2858.1
GGBBOBOOOORGGO,2579.4,2668.7
ROROORBGBOOOBB,3669.1,4750.3
OGORGGBOOORBBB,3904.9,1470.8
BOOOGOGGGROOOG,2220.2,1799.6
ORBBBBRBROGBRO,3766.8,2971.5
OROGGORGRRBRGB,3808.3,1500.9
BRGOBGRGOOBGGB,3428.8,1970.2
RGBGGOOGGRBOBO,4282.2,3606.4
BBGORORGRBBOGR,4552.1,2180.6
OORGBBGBOOBRNR,3576,701.81
BGGBORGOBOROOR,3754.7,3136.8
GRROORRBOBBBOG,907.16,2820.4
OGGOGBGBOBRGBR,3132,2775.3
GGGGRGGOOGGGBB,2325.7,2733
BGROGROOGOBOBR,1525.5,2445.1
OGBBOBOBGGOBOG,2510.6,859.63
RGBGRBGRGOGGRG,2133.9,4405.9
GGROOBGBGBROOR,4660.7,2030.1
GORGBOOGBBOGGB,4219.1,2141.2
RORGGGGGBOBOGG,5191.5,1972.4
BRGRRRBOOGORRG,2550.3,5226.2
OOOOOGGOGBRBOG,4162.8,3790.3
OGOBRRRROGGORG,3366.2,1963.6
GGBBBOGBOBOBBG,3743.7,1454.9
BGOGBRRGGGGOOG,3914,1813.2
BBBGBGOOGBGGOB,5211,2768.9
OOOGOOBORRBBGR,4687.5,3593.5
ROBOBGGRBGOORB,4371.9,3136.3
GGOOBBBBORRGGO,3927,924.21
OROGOORBRBRBBO,5237.1,3901.7
RBONGRRGOORBGG,3374.8,2901.9
BGROOBGGROROOB,3690.1,2951.9
RBGBRBOBBGRGBO,3514.2,2020.6
GGOGRORBOBBGGG,5310.7,2188.4
RRBGNRBBGOBOBO,2291.3,2087.3
GGGGBOBRBOGBRO,4948.9,4814.5
BOOGRBOOROBGBR,4035.5,3202.9
BROBGBOROROBRO,5076.3,2390.9
RGGORRBRBORBRG,3940.3,4921.8
OGGGGGGRGROORB,3593.8,2689.7
BOOGOGORBOORRB,2768.4,2270.9
RORGRRBRRORORR,4354.9,2605
RORBBBBROGBGBO,2646.7,3149.7
GORORBGORROBRO,4788.4,2791.3
OOROGBGRRBROBR,4982.5,2066.1
BRBGBRRGBOBBBG,2954.1,1243.7
RGBOBBGGBROBGG,3199.3,3666.5
BBBOGGGROGRORO,2807.2,2155
GBOGOGOROBGBRG,1587.8,1799.1
RRGBGBBBOBBOBG,1473.7,996.03
GOORGGOGRRBOBR,2237.9,1663.1
BOGBBROBOGGROR,995.2,1719.8
BOORGRGOOGOOGR,3301.6,3742.7
GOGOBOOGOBGGRG,5296,4187.9
OBRBGGOOORGORG,2471.1,5069.3
OGBOBBGBOBBBBG,2349.6,4511.1
BRGRNBRGOROBGR,3461.3,3855
ORRRRRBOGBGROB,1974.5,2270.4
GRGGBBRGGOROBO,3700.8,2505.1
BOBGOOOBOGGGOR,4416.1,4317
BGROOOOBGGGRRR,1201.3,4371.8
BBGGBOOBRRRGNR,4431,4720.5
RRBBBBBRBBBORO,1705.7,1837.3
OOBOOGOROOGOBG,1216.7,1759
BBGOGBBROOBBGR,4466.2,1464.8
RGGGBOGGOOBRGO,1335.7,2683.4
ROBOBORBGBGBOR,2352.5,1530
BGBGOBOOOGOBBR,4592.5,1890.4
GBBGOGGBBROOBR,3127.7,605.22
OOORRBBBGBRBBB,1500,1032.9
ROBROOOBORBROO,5214.4,4524.6
BROOORGORRRROR,3369.4,3246.5
BGRRBOOBOROGBB,4619.5,2052
RROGOGOOGOBOGR,2673,3701.7
OOBGRROBRGBROR,3048.3,5147.4
BBGBBGROBBOBBB,3339.1,1518.2
RRGBRRRBRBBGOG,1323.6,2576.3
OGROBOGBROGRGG,1001.7,2353.3
OOGBBRBBOGOOGB,2172.3,1538.7
GRRROBGGGGROBG,2746,4526.7
RRBGBGOORRRRRG,3558.3,1556.5
ORRRRROOBBGBOB,2869.8,1117.7
OORROROBOGBBGB,4746.2,3464.5
OGBRGBGBORGRBB,3794.7,829.3
GGBBBRGGOOBOBO,3213.2,4386.1
RGGRBBBRROBOGO,3887.8,3236.8
RORBGRGGOBBGGG,2645.3,1539.2
ROBRRBRBGGOBOR,1863.8,1456.6
RBROOGGBOBRRRG,5486.9,2067.3
GROOGGRGOBOOBO,3637.9,4035.6
BOBOGRORBRROBG,4514.5,1693.5
GOORBRGOGGBRBB,3837.9,899.91
BOOOROBGROOBRO,4656,1927.7
RGGORBOGRRRGGO,1989.8,1575.5
GBOGBGBOORBOOO,3217.2,2889.1
OGOBBBRBOOBORB,4681.6,3986.4
OROOBRGBRBOOBR,2229,2537.9
GOROGROBOOBBOO,2038.8,5054.3
OOGBGRGBOOORBB,4259.3,4204.9
GRGRRBRGBGROOR,3931.2,4600.8
BROOGRGORROBRO,4508.2,2656.7
BOBOGRBRORBRRR,3288.1,1234.1
BRGBRRGGGRBOGG,3947.8,4735
OOOBBBOBBRORRB,3748.7,2414.8
OBGOBGRBOORGOG,4128.2,3105.6
GGBGOGOOBOOGGB,5720.3,3340.8
BBRBBROBBOGGBB,2951.5,1965.3
BGBRGGGOOOROOB,5000.4,4651.4
BBGBGGBGGGGGGO,3631.9,4562.9
RBGORGBRROBOBB,4412,1214.7
RBBRGGOROOBGRG,3746.9,5201.3
OOBOOROOBBRBRB,810.61,1837.1
OOGRRROGBGOBOR,1655.7,1873.4
GGRBORBOBOROGB,1878.6,4124.9
BORBRBOROGGGRB,3579.5,4929.1
RBGRBGOGRRRBGO,1079.5,4185.9
GGGGGOOOOORGRR,2626.9,2797.4
BGBROGRROBRORB,2456.3,5066.1
OBBGGGBOGGRRRO,1784.1,3182.5
BOGBBRBORGRBGB,2483.1,1855.7
OGGRROBOGBROBB,2560.8,2561.9
GOGRBBGGGRGBGG,4468.6,3957.9
GRBOOBROOBOGBR,3924.4,4989.5
OOOGGROOGOBGOB,2786,4094
GRRBBRRBBRBGNB,3592.2,4939.9
RROOGBGORBGGRO,4658.9,4916.1
OBGRGRBRGORBBO,5482,2027.2
GOBGBRGORBGBOO,1488.5,4528.1
BBBGRRBGGBBBGO,3737.5,2059.7
GGOBRBBOGOOOBO,3086,855.88
OBBROROBORRGBB,1663.5,1190.3
BGGROBGROOBBBB,2690.7,1696.6
GRRGGBOBGGRGOO,2298.1,2757.6
BOBBBBBBOBGOOB,3856.2,2119.8
GGBOGGRBOOROOO,2209.4,1114.4
BRGBOGRBGOBOGB,3547,1549.9
RGOBBBOGGOROOO,4670.3,4042.8
RGOBGGBBRORBBG,2760.9,690.84
RBGOBBGGRGOGRR,2097.9,3550
OBBGOORORRRGGO,1756,2473.9
RRBOBRRRRRORRR,5548.6,2909.8
BRGOBBOOROGROR,2525,1255.9
ROGRORRGRRROGR,1329,2090.6
OORGOGGOOOROOR,5462.7,2715.5
OBOGBGBRBRROGR,2637.2,3980.7
BGOONGBBBOGOGG,5200.3,1726.9
OBOROGBGGRBOOR,940.7,3564.6
BBBORBGROBGBRO,5073.3,2522.3
ROBROBGRGROBGG,1206.7,2210.8
GOOOGOGGRBRRGR,2168.7,2350.6
GGBGRRGBRROGBG,3795.5,1213.6
BBBRRGBRGORRRG,2759.6,2819.3
RRBGBRRGOGBOGR,5476.6,2706
BBGOGGBBGBGBOR,3335.7,1362.7
RRBBBOBORORBGO,3507.2,4523
RGRROOBBOGRGGR,1836.4,763.25
BOOROBGROORRRB,3033.7,1719.7
OGBRGBOGROGRGG,3489,745
OBOOBRGBGBGBGO,2845.9,3883.9
ORGGGOBROBOORR,5286.4,2318.9
BGRRGBBROGRRRR,2365.5,5133.9
GGBOGGRBGBRGRG,3007.6,573.07
OGGOOGRBRRGOGG,4584.1,3127.2
BGGBBBGBGBGGRB,4074.7,3894.6
RRBGRRBOBGGROO,2528.2,3108.6
BOOBGOORROOBBR,1368,1322.2
BOORGBGOGBBGBB,2996.5,1782.5
BOBOGOGBOBOBBR,4051.9,4726.4
BBOGRBGGOGGOBB,4079,3569.7
RGOOBRGOORGGOO,2330.9,3640.7
BBBOGRORBBGBRO,4960.1,3800.8
GRGBBGGOROOOGB,2841.1,4408.1
BOGOBRBRBRRRRR,1775.8,2013.9
BOBOBRGBGGOOBO,4165.7,1477
GGRONBGBOGBGBR,1604.4,1612.3
GGBBBOGBORBOBG,5407.7,2691.3
RGBRRRRGRGGGOR,4807.7,4971.3
BGRGRBOOGBBRGR,4048.9,1947.4
BGRRGBGGRGROOR,2467.3,3511.3
OOGRBBBBGRRGBR,2806,417.19
OGGOOOORBROBRO,3192.7,2808.7
BRROBBBGGBGBGB,1454.2,2393.4
RRBBGROBOROGOO,1435.8,3389.7
BBBBBGBOBBRRRB,2851.6,2696.2
BOBGBRGROGGRRO,1273.1,2672.8
RGROGROORGGBOR,1471.8,1553.4
OGGOGGGGBOBOOR,1648.6,2595.2
BRRGRBRROGBGBG,2908.6,1220.2
OGBONBGOBOORGB,2269.1,5064.9
RGBGOBBGGOBRRG,3774.9,4479.7
OGGOBGGGBBRBOR,1391.9,4470.8
RBGRNBRBORBOBO,4815.5,4459.9
RBBGOBGGOOBOGO,4070.2,2535.8
BORGBBROOROROO,5432.5,3557.7
GBBOGBGBOBGOGO,5511.6,2448.1
RGRORRBBOOOROR,2161,5266.7
RROOOBGBOOOROO,2897.5,5386.4
GGBGOBBOORROOO,4708.4,2356.5
BRGGOGGRGGROGO,2614.9,903.06
OBBBRBRRBORBRB,1726.1,1955.8
RGBRBBROGBOOGG,1392.7,1963.9
BBORBORGRGROOR,4103.1,2378.3
RBBONBORRRBGOG,4433.4,2233.9
GGOOOBRBBROOBR,5156.9,3696.8
GBOOOGRGOOOOGG,1804.7,2595.9
BGBGGRGOGRRBBB,1223.2,1682.3
ROBBRBROOOBGGO,2593.2,5278.3
GOGOBBGBRGBROO,2716.4,273.39
BGRRGRRBROOOOG,2195.7,3100.2
RBGOBGBGRROBBR,2647.8,2361
GRGRGROROGRORG,1420.5,2073.8
OROGGGGBOGGGRB,3580.9,1076.5
OGGOOBGRBRRRGB,2361.4,1613.9
ROROBRRGBGRRBG,2324.3,2699.3
OGOOBOROOGOGBB,5019.1,3698.7
RROGORBORRRGOO,3310.7,1432.3
OROBORBOORBOBO,3505.4,1812.5
GROOBOGROOBORR,2510.1,3753.7
GBROGGOBROGORR,4197.7,4712.8
OGOOBROGRGBRBG,2398.4,2723.7
GOOBBOROBBOBOB,1151.7,4040.6
OOBOBBRGGOOBOO,2249.4,1785.6
GOORRGOBOBBGBR,2508.8,2872.1
BOGGBRRRBGRORG,3676.9,1925.5
RRGBRORGOOOGOB,4489.4,2171.6
RRGRBOBROOOGGR,2986.5,2851.8
GGBBBGGRBBRRRR,4022.2,4736.1
RGOROOBGGBOBBG,3364.5,2592.8
GOOOGBRBGGGGBO,1581.1,2730.6
BBBBGBGOOGGORO,4734.4,4351.9
GBBBOGOROBRRRB,3367.3,5248
OGOBBBGRBROOOB,1930.7,4050
GOGORROBROGRGB,3591.3,2452.9
GGGRGBOGROROOO,3416.5,4514.9
RGOORRGRRBOGRB,2887.4,3345.6
BOBBGBOBGGBGOR,3295.4,4878
GGOGORGRRGGGOR,2429.5,3542.6
GROROGRRRRGORO,1267.9,1050.3
OOBOBOBORBRRRB,4308.1,2637.1
OBGGOROBBRGOOB,1770.1,1059.8
OOGBOGROORBOOO,2116.7,3220
ORROGBRGORRRGO,2622.5,747.32
GRBBBBBGBGRRBO,2748,1331.8
OBGGBBOOGROGOO,1496.3,4215.9
GRGBGRRBRGBRGG,2557.2,4947.4
GGRGOOBORROGBR,2794.8,1494.9
RRBOGGBGBRRRBB,2102.9,841.5
RGGOGGRROBGORG,4553.2,2528.1
BOOGBGOOBBROOB,1606,1445.9
GGGBRROOORGRBB,2280.5,2755.9
OROBBGOBBRBROB,1973.9,2454.3
BOBBGBRRBOBOBG,5030.5,3131
ORORBGGROOBBRR,2326.1,3119
BRGGORBROBRBRR,3807,1279.1
OGGBGGRBOORGBR,2000.9,4334.9
RGRGOGRGGGBOOR,1983.4,3429.4
GBOGOGBGOOGBGO,3888.8,3253.3
GBROOGBOOGBGGB,5033.6,2719.3
RRROBBBBRORBBO,2841.4,1395.2
ORBBBGGORBBOGO,2903.2,5628.3
BRGRGGGGGBOGGB,2794.2,405.33
GRBGORRRRROGRR,5509.9,2189.7
OGRGGBGBRRGGGB,2732.3,4712.4
BBBROGRGOBOGGO,3154.6,1192
GBOORRROBRBRBB,4504.1,4636.7
OOBBBOBBOOGOBO,5084.1,1836.1
GBBNGBOBORGOOG,1861.4,3637.7
RGGONOBRRRRORO,3368.6,1366.6
GBOBOBBGOGBBRO,1672.6,1349.9
RGRRRBBRBBBBRB,3339.4,3572.4
ORBGOOORBGOGGG,4853.4,4307.5
GBOORRGOOOBGBO,3370.4,2636.6
RRBOBRGROOOORB,1275.2,2639.7
GGOOGGGORBGBOR,2936,1455.3
GGGRGGRBROBGBO,1909.7,4148.9
OBGRBBOOGRORRR,5020.7,4759
OOBOOOGGRRRBGO,4360.1,3412.1
GBBRGOBOGOGOOR,2960.6,4339.2
OGBGRROOROBORG,4651.2,5628.1
BGGGOBRBROGBGB,1125.1,4104.5
RGORBOGRBBGBRO,2634.2,2369.8
GRBBRRBRBROGOG,2897.4,3599.2
RRRGBOGRBRGGGO,3471.3,783.61
OOBRGGBRBOGBGB,3608,1150.1
BROGBORBRROOOR,4260.4,1118.5
OGBBRRGGRBOBBO,1900.6,1528.9
BGBOBBOBBGBGOR,2963,769.17
BOORBBOOORBRGO,2409.7,1580.6
BGGBBBBBBOGBGG,1932.6,2063.2
RGBGGRGBBRGROR,4552.5,1631.8
BRRBOGRBBORRRO,5066.4,2380
GRBOOGGOOOORGR,3480.7,2606.4
BGBOORBOGROORO,1344.9,1870.7
BROGGBOOGBBBRG,1282.8,2975
ORROGROORRBBOR,3229.9,3327.1
OORGGROOGOGBGO,3291,3607.5
OGGOBGGOGBOORG,4058.3,3175.5
BRBBGBGOROOROG,2212.6,1538.8
GGRONRGGROOBGR,3600.9,4644.6
BRGOOBOOGRRORG,1488.7,2507.3
BRGBORBOBOGRBB,2912.7,2033.4
BGGRRBGOORGGBO,2412.3,5097.9
BRRRRGRRBBBGRR,1832.2,4312.2
GRBBORRGRGRGBO,4418.3,3732.1
GRGGOGGBRGRBGG,1143.7,2377.2
ORBOOGBGGGORRG,1008.2,2444
BORBRGGORORBRR,1852.8,1844.9
BOBORGBROOOORR,3519.4,2711.4
OOOGOGGGOOGOBR,2861.5,1016.2
GBRGOGOROGBBGB,2218.9,1304.4
RGOOGGOOBBBOGG,3223.2,946.34
BRORBBOOOOROOR,4731.7,4467.8
RBGRRRBRRRBGBG,5312.7,2022.9
RORRNGROBOOBBG,3535.2,4326.4
RRBOGGGGRGBOGG,1884.7,1457.5
OROGBRRRROOBRR,1528.7,2273.6
RGORGRGGGOGOGB,3762.6,2705.1
OGGROOBRBOGORB,2923.6,3548.3
GRGGGGRGGBGBRR,1301.3,2016.5
OBOBORRGBBGOBR,5007.9,4773.3
GRBBRGRRRBBGBR,3599,1929
BRRORRGRROBBRB,3759.6,1449.5
BRBGRROOORROOB,2663.4,2515.7
OGGOGGRGGBBBBG,1626.2,2711
OGRGRBGBOGBOBB,5006.4,3633.4
GBBBORGGRGBRGO,1872.1,2723.7
BOGGBBBBORRGGO,2165.1,2656.4
GORGBROOOROOOO,3966.7,1016.9
BBBOROOOORGBRG,4159.5,1906.2
RBRRRORBORGGRB,1300.4,2088.8
BGBOOGBBORGORO,4705,3233
BBRBBBRBGOORBB,1947.3,4330.7
GBGBBGRGBOBORB,4594.5,4245.9
BGBBOGBOOGOBBO,980.37,1454.3
RBGRGGGRRORBRR,2495.2,5059.9
GRGBOROBROGGRR,1060.6,2650.8
BOGGBGBGGRGOBO,2635.4,2840.2
GBBGGBRGGRRGRO,4203.8,3715.5
RGBOBBGRGOOBRO,2049,2010.6
RGOBRGOGRGROOG,4477.9,2881.8
OOBBGBROBGRRGB,3345,2330.4
OOOOGBGOOGBGOR,2140.3,3460.6
OGROGBOBBBGRRR,2453.2,965.35
OOOGGGBROBGGRO,2101.3,2599.6
GGGBRBOORGRGGG,4395.4,4412.4
GBBBRBBGGRGOBG,4279,2620.8
BOOOOBOBBROGGO,3192.6,3377.8
OBBRRBORBOGRRB,3521.3,4108.8
OGGOOBGRRROOOO,5338.9,4419.9
OGOBBOBORBOGRB,2747.6,4417.9
BRROBBORGRRORB,1887.5,1790.7
OOOROBGRRRGBOG,4452.9,4021.9
GGBBORRGRBGBBO,2474.5,3980.3
BBGBGBORRGGGRB,3618.2,5016.7
BBRBBOBRBBBBBB,3871.8,4273.4
RRBORGROBBOBBR,5120.2,3524.9
BGBBBBRBOOOGGR,2447.1,1585.9
BBBGNORBOOOGOO,1503.2,1631.7
OOGBGGGGBOGRBR,3459,3341.6
GOOBBROBOGBBRG,3636.9,1760.1
OOBOOBORBRROGR,4853.1,1535.9
ROOGBRGGGGRROO,1455.3,1392.4
BRORGGRGROROOO,2282.2,1116
RRORORBORGROOB,2285,2944.2
ROBROBBGGOROOR,2870,970.19
BBORBRBGBRGBGG,4449.5,4056.4
BOOORBGGRBROBG,3503.8,4108.7
BRBROGGBRBBBGG,3136.8,4645.9
GOOBGGOOROGGBO,3954.8,4387.1
GGGBOBGRROGORR,2263.4,3097.5
BOORGBORBGRGGR,4385.7,1348.5
RBGGOBGGROOROO,1593.6,1995.9
GOOROOGGOBGBRB,5074.5,2679
GBORGBOBBRROOR,2852.5,2318.3
GGBRGGOOBRROBB,4880.6,4629.6
RGOGRBOGRBOBBB,4108.2,1213.9
RGBBOROOGBBOBO,3648.7,1799.5
BOBGGBRBOGOBGR,3485.4,5493
GGBRORBBRBBGRO,3941.1,1724.6
BRRROGGROOBOBO,4089.2,2386.7
BOGGBBGGROOBOG,1783.7,1653.8
GBROBGBOORRRBB,2693.9,1911.2
GOOBROOGOOROGR,4178.2,4733.3
BORGBRBRBBGGGB,2072,915.98
GORBBGORBROGBG,3998.3,1093.4
BBBOGBBBRRROBB,3215.4,1643.3
RRBBGBRBBRRGOR,2945.7,1404.2
OBGOBGBORBGROO,4792.5,4520.1
GRGBBGGGRGRGGG,3645.5,1009.3
GRROOBRGORROGO,2125.1,3906.7
BGOBORGRBOBGRR,4237,5012.3
GBBRBBBBGOBRGB,4604.2,4908.4
RBBRGROGGRGBGB,2395.1,4198.5
RRGGGRBRGOOGOO,862.48,3262
GBGROOGGROOGBO,3828,2870.1
BORROBGGBGRBGR,3058.4,4747.5
OBOGBBGROBRORB,4263.8,4055.2
BBGOGGGGGRBGOG,3584.8,4681.2
OOBORBGBORGRGG,1982.9,1214.7
BRRBBGGGOOBRBB,2913.2,1527.7
RRBBGOOOGOBOBO,2886.7,5020.2
OOORGOGRGGOORR,4281.6,3115.8
BOBBRRGBORBGBR,2561.4,4189.7
OBORGRRROGRBGG,3034.2,4121.2
BRGRGBOBBRGBRR,5396.9,3821.2
ORRBBGOOORGBGO,2385.8,2962.4
RGOBBOBBGOOBBR,1894.7,3888.7
GGOBORGGROBROO,1868.8,1497
GOORRGOOBOROGR,1993.8,2424.9
BOBOOBBBGBGGBB,1437.4,2722.7
BOOOOBROGOBBRR,1991.3,908.69
BOGGBROGGOGGBR,3925.5,1253.9
RGBOBBGOBOOGGR,4826.6,1684.2
ORBOBBGROOBGRO,1091.1,2065.6
OGGOBGGROOOOOB,2243.5,1198.8
RRRONBBRGBOBGB,3053.6,3373.3
GOGRGBOOGBGBRR,3275.5,1823.8
BBBOBOBBROGBGO,2704.1,4715.8
OGORGGBGGOROGB,3710,4658.6
OBOOOGOOBOGGOG,3081.8,3319.7
OGGOBOROORGBGO,3160.7,3124.1
OGGOOBBROGGBRB,4123.2,5055.2
GGGORGGRBROBRO,3165.9,1517.8
OOBOBBGOGRGOBO,3227.2,3076.8
GGRBGBOGOBOGGG,1284,2574.5
GGRGBBBOGRRBBO,1564.8,4679
GBBBNBGBBRGRGG,4531,3446.8
BBGBOBRBORBOOO,2622.9,4802.7
OBBBBBBGOOGGGG,2644.3,1326
RGOGGRGORGGOOO,1490,4261.4
GOBRORGGOGGBGR,1808.3,4243.6
GOGOOGBGROOGGO,2637,1097.1
BBGROORRGOORBO,2741.1,2673.9
ORGRGORRGRBBRB,1506.8,2809.6
GRGGOOOGROBRBO,2575.3,1290.4
GGRGGGBOGGGBGO,1933.5,3563.6
GOOBOGGBOGGGOB,2314,1112.4
BRGOOGRGOBBBGG,2331.1,2958.8
BBOROBOBGRROOB,3098.5,1791.7
GGBBBBGBRBROOO,3471.5,3203.6
GGOGOGGGORGOGB,5455,4012.3
BOBGORRGGROOGB,2363.1,2219
RORGOOGOORGGBO,1085.2,3881.6
OGBGBBBGRGBOGO,1716.1,1273
BBBGRGORRORBRR,3757.7,1023.3
ROROBOBGROGRRO,4578.7,3208.2
GBOBORBOGROBBO,1755.9,4194.6
BRGOBGRRRGGOOO,2100.4,1810.2
BRBOGGGOGBGORR,1836.3,1548
RGGRBBOOROOOGG,4978.5,2739.2
BORGGGGBRRRGRO,3045.9,2756.2
GOGRGBBRBOBRBG,3447.1,1163.3
OGRBOGRBOBOOOG,3118.8,5049
OOROBBRGRGRGGG,5421.9,2184
RBBOBRGGRORBGG,4206.3,4782
BOGGOBBOGOBBBB,1830.3,2351.2
GBOGGOBBOBRRRR,2097.2,857.49
RBORBRRGGBRORO,1445,2529.2
OBBBBRBGOBORRR,4118.9,4517.9
BORRBGOBBOGOBB,4083.1,3322.5
RGBOBOBBOGGOBO,4315.4,997.49
OOROROGGGBOGBR,2833,2112.6
GOGOBBGBBRGBOG,5535.1,3482.9
BGBOGRRROOGBRO,3270.9,1430.5
BBBGOGBOOROGBG,1409.3,3652.2
RBGGOOGRGBOBBB,1546.2,1318.8
RORORBOROOBGRO,4710.6,4196.7
BORGOGORBBBBBB,4736.2,1470
GOBGBRBOGRRBBG,3513.3,2082.2
OGRGORBGGGGBGO,2842.2,2660.5
GGBBBBOGRGRBBR,2469.4,3590.2
GGRRGOGORGGOGR,2276.5,2856.8
GGBOGGRGGOBOGG,2797.2,1206.7
BORRRBOGBROGGG,5248.4,4352.2
